Anio,Idestado,Nomestado,Idddr,Nomddr,Idcader,Nomcader,Idmunicipio,Nommunicipio,Idciclo,Nomcicloproductivo,Idmodalidad,Nommodalidad,Idunidadmedida,Nomunidad,Idcultivo,Nomcultivo,Sembrada,Cosechada,Siniestrada,Volumenproduccion,Rendimiento,Preciomediorural,Valorproduccion
2025,10,Durango,45,Guadalupe Victoria,12,San Juan del Río,3,Coneto de Comonfort,3,Perennes,1,Riego,200201,Tonelada,7960000,Nuez,12,0,0,0,,,0
2025,10,Durango,45,Guadalupe Victoria,12,San Juan del Río,28,San Juan del Río,1,Otoño-Invierno,1,Riego,200201,Tonelada,5490000,Avena forrajera en verde,509,509,0,12890,25.32,563.41,7262354.9
2025,10,Durango,45,Guadalupe Victoria,12,San Juan del Río,28,San Juan del Río,2,Primavera-Verano,1,Riego,200201,Tonelada,5490000,Avena forrajera en verde,26,26,0,724.1,27.85,850,615485
2025,10,Durango,45,Guadalupe Victoria,12,San Juan del Río,28,San Juan del Río,2,Primavera-Verano,1,Riego,200201,Tonelada,5690000,Cacahuate,37,37,0,103.97,2.81,8500,883745
2025,10,Durango,45,Guadalupe Victoria,12,San Juan del Río,28,San Juan del Río,2,Primavera-Verano,1,Riego,200201,Tonelada,5790000,Camote,12,12,0,153.96,12.83,6701.53,1031767.56
2025,10,Durango,45,Guadalupe Victoria,12,San Juan del Río,28,San Juan del Río,2,Primavera-Verano,1,Riego,200201,Tonelada,5940000,Cebolla,26,26,0,823.94,31.69,8000,6591520
2025,10,Durango,45,Guadalupe Victoria,12,San Juan del Río,28,San Juan del Río,2,Primavera-Verano,1,Riego,200201,Tonelada,6110000,Chile verde,77,77,0,469.7,6.1,17048.48,8007672.93
2025,10,Durango,45,Guadalupe Victoria,12,San Juan del Río,28,San Juan del Río,2,Primavera-Verano,1,Riego,200201,Tonelada,6120000,Chile verde,188,188,0,5254.6,27.95,9581.17,50345215.88
2025,10,Durango,45,Guadalupe Victoria,12,San Juan del Río,28,San Juan del Río,2,Primavera-Verano,1,Riego,200201,Tonelada,7470000,Maíz forrajero en verde,408,408,0,18539.52,45.44,804.14,14908369.61
2025,10,Durango,45,Guadalupe Victoria,12,San Juan del Río,28,San Juan del Río,2,Primavera-Verano,1,Riego,200201,Tonelada,7490000,Maíz grano,217,217,0,1294.1,5.96,5333.34,6901870.66
2025,10,Durango,45,Guadalupe Victoria,12,San Juan del Río,28,San Juan del Río,2,Primavera-Verano,2,Temporal,200201,Tonelada,5490000,Avena forrajera en verde,1273,1273,0,21157.26,16.62,850,17983671
2025,10,Durango,45,Guadalupe Victoria,12,San Juan del Río,28,San Juan del Río,2,Primavera-Verano,2,Temporal,200201,Tonelada,6840000,Frijol,809,809,0,542.03,0.67,13642.03,7394389.52
2025,10,Durango,45,Guadalupe Victoria,12,San Juan del Río,28,San Juan del Río,2,Primavera-Verano,2,Temporal,200201,Tonelada,7470000,Maíz forrajero en verde,2045,2045,0,62249.8,30.44,825.72,51400904.86
2025,10,Durango,45,Guadalupe Victoria,12,San Juan del Río,28,San Juan del Río,2,Primavera-Verano,2,Temporal,200201,Tonelada,7490000,Maíz grano,1026,1026,0,1155.96,1.13,5300.17,6126784.51
2025,10,Durango,45,Guadalupe Victoria,12,San Juan del Río,28,San Juan del Río,2,Primavera-Verano,2,Temporal,200201,Tonelada,8790000,Sorgo forrajero en verde,417,417,0,4266.95,10.23,1134.44,4840601.59
2025,10,Durango,45,Guadalupe Victoria,12,San Juan del Río,28,San Juan del Río,3,Perennes,1,Riego,200201,Tonelada,5170000,Alfalfa,110,110,0,13750,125,534.91,7355012.5
2025,10,Durango,45,Guadalupe Victoria,12,San Juan del Río,28,San Juan del Río,3,Perennes,1,Riego,200201,Tonelada,7960000,Nuez,180.25,152.25,0,182.7,1.2,70000,12789000
2025,10,Durango,46,Villa Ocampo,1,Villa Ocampo,17,Ocampo,1,Otoño-Invierno,1,Riego,200201,Tonelada,5490000,Avena forrajera en verde,276,276,0,6499,23.55,750,4874250
2025,10,Durango,46,Villa Ocampo,1,Villa Ocampo,17,Ocampo,1,Otoño-Invierno,1,Riego,200201,Tonelada,15050000,Pastos y praderas,12,12,0,541,45.08,534.37,289094.17
2025,10,Durango,46,Villa Ocampo,1,Villa Ocampo,17,Ocampo,2,Primavera-Verano,1,Riego,200201,Tonelada,5490000,Avena forrajera en verde,118,118,0,3119.92,26.44,858.06,2677078.56
2025,10,Durango,46,Villa Ocampo,1,Villa Ocampo,17,Ocampo,2,Primavera-Verano,1,Riego,200201,Tonelada,7470000,Maíz forrajero en verde,254,254,0,11653.52,45.88,789.06,9195326.49
2025,10,Durango,46,Villa Ocampo,1,Villa Ocampo,17,Ocampo,2,Primavera-Verano,1,Riego,200201,Tonelada,7490000,Maíz grano,182,182,0,800.8,4.4,5419.96,4340303.97
2025,10,Durango,46,Villa Ocampo,1,Villa Ocampo,17,Ocampo,2,Primavera-Verano,1,Riego,200201,Tonelada,8790000,Sorgo forrajero en verde,117,117,0,2560.84,21.89,1119.08,2865782.03
2025,10,Durango,46,Villa Ocampo,1,Villa Ocampo,17,Ocampo,2,Primavera-Verano,2,Temporal,200201,Tonelada,5490000,Avena forrajera en verde,1384,1384,0,21258.24,15.36,858.06,18240845.41
2025,10,Durango,46,Villa Ocampo,1,Villa Ocampo,17,Ocampo,2,Primavera-Verano,2,Temporal,200201,Tonelada,6840000,Frijol,1914,1914,0,1263.24,0.66,22073.62,27884279.73
2025,10,Durango,46,Villa Ocampo,1,Villa Ocampo,17,Ocampo,2,Primavera-Verano,2,Temporal,200201,Tonelada,7470000,Maíz forrajero en verde,1080,1080,0,20250,18.75,850,17212500
2025,10,Durango,46,Villa Ocampo,1,Villa Ocampo,17,Ocampo,2,Primavera-Verano,2,Temporal,200201,Tonelada,7490000,Maíz grano,564,564,0,338.4,0.6,5212.5,1763910
2025,10,Durango,46,Villa Ocampo,1,Villa Ocampo,17,Ocampo,2,Primavera-Verano,2,Temporal,200201,Tonelada,8790000,Sorgo forrajero en verde,208,208,0,1560,7.5,1134.44,1769726.4
2025,10,Durango,46,Villa Ocampo,1,Villa Ocampo,17,Ocampo,3,Perennes,1,Riego,200201,Tonelada,5170000,Alfalfa,415,415,0,28738.75,69.25,653.92,18792843.4
2025,10,Durango,46,Villa Ocampo,1,Villa Ocampo,17,Ocampo,3,Perennes,1,Riego,200201,Tonelada,6530000,Durazno,8,8,0,67.36,8.42,9100,612976
2025,10,Durango,46,Villa Ocampo,1,Villa Ocampo,17,Ocampo,3,Perennes,1,Riego,200201,Tonelada,7580000,Manzana,13.25,13.25,0,34.9,2.63,11100,387390
2025,10,Durango,46,Villa Ocampo,1,Villa Ocampo,17,Ocampo,3,Perennes,1,Riego,200201,Tonelada,7690000,Membrillo,5.9,5.9,0,9.26,1.57,7002.27,64841
2025,10,Durango,46,Villa Ocampo,1,Villa Ocampo,17,Ocampo,3,Perennes,1,Riego,200201,Tonelada,7960000,Nuez,153.89,153.89,0,258.92,1.68,70000.11,18124429.75
2025,10,Durango,46,Villa Ocampo,2,Guanaceví,9,Guanaceví,1,Otoño-Invierno,1,Riego,200201,Tonelada,5490000,Avena forrajera en verde,164,164,0,3608,22,530,1912240
2025,10,Durango,46,Villa Ocampo,2,Guanaceví,9,Guanaceví,2,Primavera-Verano,1,Riego,200201,Tonelada,5490000,Avena forrajera en verde,18,18,0,424.08,23.56,858.06,363886.08
2025,10,Durango,46,Villa Ocampo,2,Guanaceví,9,Guanaceví,2,Primavera-Verano,1,Riego,200201,Tonelada,7470000,Maíz forrajero en verde,252,252,0,11687.76,46.38,800,9350208
2025,10,Durango,46,Villa Ocampo,2,Guanaceví,9,Guanaceví,2,Primavera-Verano,1,Riego,200201,Tonelada,7490000,Maíz grano,76,76,0,316.67,4.17,5333.27,1688887.84
2025,10,Durango,46,Villa Ocampo,2,Guanaceví,9,Guanaceví,2,Primavera-Verano,1,Riego,200201,Tonelada,8790000,Sorgo forrajero en verde,16,16,0,359.96,22.5,1134.44,408353.02
2025,10,Durango,46,Villa Ocampo,2,Guanaceví,9,Guanaceví,2,Primavera-Verano,1,Riego,200201,Tonelada,8810000,Sorgo grano,5,5,0,23,4.6,3750,86250
2025,10,Durango,46,Villa Ocampo,2,Guanaceví,9,Guanaceví,2,Primavera-Verano,2,Temporal,200201,Tonelada,5490000,Avena forrajera en verde,1480,1480,0,22540.4,15.23,858.06,19341015.62
2025,10,Durango,46,Villa Ocampo,2,Guanaceví,9,Guanaceví,2,Primavera-Verano,2,Temporal,200201,Tonelada,6840000,Frijol,82,82,0,51.66,0.63,25900,1337994
2025,10,Durango,46,Villa Ocampo,2,Guanaceví,9,Guanaceví,2,Primavera-Verano,2,Temporal,200201,Tonelada,7470000,Maíz forrajero en verde,665,665,0,14250.95,21.43,931.05,13268347
2025,10,Durango,46,Villa Ocampo,2,Guanaceví,9,Guanaceví,2,Primavera-Verano,2,Temporal,200201,Tonelada,7490000,Maíz grano,133,133,0,113.94,0.86,5333.17,607661.84
2025,10,Durango,46,Villa Ocampo,2,Guanaceví,9,Guanaceví,2,Primavera-Verano,2,Temporal,200201,Tonelada,8790000,Sorgo forrajero en verde,17,17,0,119,7,1134.44,134998.36
2025,10,Durango,46,Villa Ocampo,2,Guanaceví,9,Guanaceví,3,Perennes,1,Riego,200201,Tonelada,5170000,Alfalfa,28,28,0,999.32,35.69,547.22,546847.89
2025,10,Durango,46,Villa Ocampo,2,Guanaceví,9,Guanaceví,3,Perennes,1,Riego,200201,Tonelada,6530000,Durazno,6.51,6.51,0,54.82,8.42,11229.81,615618.18
2025,10,Durango,46,Villa Ocampo,2,Guanaceví,9,Guanaceví,3,Perennes,1,Riego,200201,Tonelada,7580000,Manzana,46.3,46.3,0,109.23,2.36,6200,677226
2025,10,Durango,46,Villa Ocampo,3,Revolución,10,Hidalgo,1,Otoño-Invierno,1,Riego,200201,Tonelada,5490000,Avena forrajera en verde,59,59,0,1341,22.73,650,871650
2025,10,Durango,46,Villa Ocampo,3,Revolución,10,Hidalgo,1,Otoño-Invierno,1,Riego,200201,Tonelada,15050000,Pastos y praderas,19,19,0,941,49.53,534.37,502842.17
2025,10,Durango,46,Villa Ocampo,3,Revolución,10,Hidalgo,2,Primavera-Verano,1,Riego,200201,Tonelada,5490000,Avena forrajera en verde,10,10,0,250.9,25.09,858.06,215287.25
2025,10,Durango,46,Villa Ocampo,3,Revolución,10,Hidalgo,2,Primavera-Verano,1,Riego,200201,Tonelada,7470000,Maíz forrajero en verde,48,48,0,1847.04,38.48,800,1477632
2025,10,Durango,46,Villa Ocampo,3,Revolución,10,Hidalgo,2,Primavera-Verano,1,Riego,200201,Tonelada,7490000,Maíz grano,41,41,0,156.36,3.81,3614.27,565127.08
2025,10,Durango,46,Villa Ocampo,3,Revolución,10,Hidalgo,2,Primavera-Verano,1,Riego,200201,Tonelada,8790000,Sorgo forrajero en verde,20,20,0,480.4,24.02,1134.44,544984.98
2025,10,Durango,46,Villa Ocampo,3,Revolución,10,Hidalgo,2,Primavera-Verano,1,Riego,200201,Tonelada,9050000,Trigo grano,21,21,0,56.7,2.7,5100,289170
2025,10,Durango,46,Villa Ocampo,3,Revolución,10,Hidalgo,2,Primavera-Verano,2,Temporal,200201,Tonelada,5490000,Avena forrajera en verde,822,822,0,10538.04,12.82,858.06,9042270.6
2025,10,Durango,46,Villa Ocampo,3,Revolución,10,Hidalgo,2,Primavera-Verano,2,Temporal,200201,Tonelada,6840000,Frijol,1162,1162,0,685.58,0.59,25900,17756522
2025,10,Durango,46,Villa Ocampo,3,Revolución,10,Hidalgo,2,Primavera-Verano,2,Temporal,200201,Tonelada,7470000,Maíz forrajero en verde,324,324,0,6211.08,19.17,750,4658310
2025,10,Durango,46,Villa Ocampo,3,Revolución,10,Hidalgo,2,Primavera-Verano,2,Temporal,200201,Tonelada,7490000,Maíz grano,211,211,0,117.46,0.56,5333.18,626435.17
2025,10,Durango,46,Villa Ocampo,3,Revolución,10,Hidalgo,2,Primavera-Verano,2,Temporal,200201,Tonelada,8790000,Sorgo forrajero en verde,224,224,0,3223.36,14.39,1134.44,3656708.52
2025,10,Durango,46,Villa Ocampo,3,Revolución,10,Hidalgo,2,Primavera-Verano,2,Temporal,200201,Tonelada,9050000,Trigo grano,22,22,0,37.62,1.71,5100,191862
2025,10,Durango,46,Villa Ocampo,3,Revolución,10,Hidalgo,3,Perennes,1,Riego,200201,Tonelada,5170000,Alfalfa,15,15,0,590.94,39.4,484.65,286399.07
2025,10,Durango,46,Villa Ocampo,3,Revolución,10,Hidalgo,3,Perennes,1,Riego,200201,Tonelada,7580000,Manzana,23.05,23.05,0,69.58,3.02,11900,828002
2025,10,Durango,46,Villa Ocampo,3,Revolución,10,Hidalgo,3,Perennes,1,Riego,200201,Tonelada,7960000,Nuez,7,7,0,14,2,70000,980000
2025,10,Durango,46,Villa Ocampo,3,Revolución,11,Indé,1,Otoño-Invierno,1,Riego,200201,Tonelada,5490000,Avena forrajera en verde,79,79,0,1802,22.81,847.16,1526582.32
2025,10,Durango,46,Villa Ocampo,3,Revolución,11,Indé,1,Otoño-Invierno,1,Riego,200201,Tonelada,5940000,Cebolla,0.25,0.25,0,5.35,21.4,6123.48,32760.62
2025,10,Durango,46,Villa Ocampo,3,Revolución,11,Indé,1,Otoño-Invierno,1,Riego,200201,Tonelada,15050000,Pastos y praderas,6,6,0,184.26,30.71,534.37,98463.02
2025,10,Durango,46,Villa Ocampo,3,Revolución,11,Indé,2,Primavera-Verano,1,Riego,200201,Tonelada,7470000,Maíz forrajero en verde,88,88,0,3940.64,44.78,800,3152512
2025,10,Durango,46,Villa Ocampo,3,Revolución,11,Indé,2,Primavera-Verano,1,Riego,200201,Tonelada,7490000,Maíz grano,48,48,0,103.85,2.16,5333.48,553881.68
2025,10,Durango,46,Villa Ocampo,3,Revolución,11,Indé,2,Primavera-Verano,1,Riego,200201,Tonelada,8790000,Sorgo forrajero en verde,17,17,0,366.99,21.59,1134.43,416325.3
2025,10,Durango,46,Villa Ocampo,3,Revolución,11,Indé,2,Primavera-Verano,2,Temporal,200201,Tonelada,5490000,Avena forrajera en verde,587,587,0,8399.97,14.31,851.96,7156438.44
2025,10,Durango,46,Villa Ocampo,3,Revolución,11,Indé,2,Primavera-Verano,2,Temporal,200201,Tonelada,6840000,Frijol,2637.25,2637.25,0,1582.35,0.6,25900,40982865
2025,10,Durango,46,Villa Ocampo,3,Revolución,11,Indé,2,Primavera-Verano,2,Temporal,200201,Tonelada,7470000,Maíz forrajero en verde,564,564,0,10597.56,18.79,750,7948170
2025,10,Durango,46,Villa Ocampo,3,Revolución,11,Indé,2,Primavera-Verano,2,Temporal,200201,Tonelada,7490000,Maíz grano,198,198,0,126.06,0.64,5333.33,672319.58
2025,10,Durango,46,Villa Ocampo,3,Revolución,11,Indé,2,Primavera-Verano,2,Temporal,200201,Tonelada,8790000,Sorgo forrajero en verde,95,95,0,1362.06,14.34,1134.44,1545178.18
2025,10,Durango,46,Villa Ocampo,3,Revolución,11,Indé,2,Primavera-Verano,2,Temporal,200201,Tonelada,8810000,Sorgo grano,19,19,0,31.92,1.68,3242.78,103509.61
2025,10,Durango,46,Villa Ocampo,3,Revolución,11,Indé,3,Perennes,1,Riego,200201,Tonelada,5170000,Alfalfa,26,26,0,1825.98,70.23,478.2,873183.64
2025,10,Durango,46,Villa Ocampo,3,Revolución,11,Indé,3,Perennes,1,Riego,200201,Tonelada,7580000,Manzana,3.22,3.22,0,6.4,1.99,8421.89,53900.1
2025,10,Durango,46,Villa Ocampo,3,Revolución,11,Indé,3,Perennes,1,Riego,200201,Tonelada,7690000,Membrillo,1,1,0,1.88,1.88,7500,14100
2025,10,Durango,46,Villa Ocampo,3,Revolución,11,Indé,3,Perennes,1,Riego,200201,Tonelada,7960000,Nuez,27.57,27.57,0,53.28,1.93,70000.36,3729619.11
2025,10,Durango,46,Villa Ocampo,3,Revolución,11,Indé,3,Perennes,1,Riego,200201,Tonelada,15050000,Pastos y praderas,34,34,0,1401.85,41.23,500,700925
2025,10,Durango,46,Villa Ocampo,4,Santa María del Oro,18,El Oro,1,Otoño-Invierno,1,Riego,200201,Tonelada,5490000,Avena forrajera en verde,98,98,0,2170,22.14,828,1796760
2025,10,Durango,46,Villa Ocampo,4,Santa María del Oro,18,El Oro,2,Primavera-Verano,1,Riego,200201,Tonelada,5490000,Avena forrajera en verde,12,12,0,294,24.5,858.06,252269.64
2025,10,Durango,46,Villa Ocampo,4,Santa María del Oro,18,El Oro,2,Primavera-Verano,1,Riego,200201,Tonelada,7470000,Maíz forrajero en verde,122,122,0,5041.04,41.32,712.31,3590783.2
2025,10,Durango,46,Villa Ocampo,4,Santa María del Oro,18,El Oro,2,Primavera-Verano,1,Riego,200201,Tonelada,7490000,Maíz grano,28,28,0,118.81,4.24,5333.48,633670.71
2025,10,Durango,46,Villa Ocampo,4,Santa María del Oro,18,El Oro,2,Primavera-Verano,1,Riego,200201,Tonelada,8790000,Sorgo forrajero en verde,24,24,0,654,27.25,1134.44,741923.76
2025,10,Durango,46,Villa Ocampo,4,Santa María del Oro,18,El Oro,2,Primavera-Verano,2,Temporal,200201,Tonelada,5490000,Avena forrajera en verde,311,311,0,4500.17,14.47,858.06,3861415.87
2025,10,Durango,46,Villa Ocampo,4,Santa María del Oro,18,El Oro,2,Primavera-Verano,2,Temporal,200201,Tonelada,6840000,Frijol,110,110,0,58.94,0.54,25245.91,1487994
2025,10,Durango,46,Villa Ocampo,4,Santa María del Oro,18,El Oro,2,Primavera-Verano,2,Temporal,200201,Tonelada,7470000,Maíz forrajero en verde,503,503,0,10120.36,20.12,700,7084252
2025,10,Durango,46,Villa Ocampo,4,Santa María del Oro,18,El Oro,2,Primavera-Verano,2,Temporal,200201,Tonelada,7490000,Maíz grano,273,273,0,163.8,0.6,5333.33,873599.45
2025,10,Durango,46,Villa Ocampo,4,Santa María del Oro,18,El Oro,2,Primavera-Verano,2,Temporal,200201,Tonelada,8790000,Sorgo forrajero en verde,257,257,0,3236.27,12.59,1134.44,3671356.97
2025,10,Durango,46,Villa Ocampo,4,Santa María del Oro,18,El Oro,3,Perennes,1,Riego,200201,Tonelada,5170000,Alfalfa,42,42,0,1814.61,43.21,542.14,983772.67
2025,10,Durango,46,Villa Ocampo,4,Santa María del Oro,25,San Bernardo,1,Otoño-Invierno,1,Riego,200201,Tonelada,5490000,Avena forrajera en verde,138,138,0,3154,22.86,540,1703160
2025,10,Durango,46,Villa Ocampo,4,Santa María del Oro,25,San Bernardo,2,Primavera-Verano,1,Riego,200201,Tonelada,7470000,Maíz forrajero en verde,194,194,0,7740.6,39.9,723.52,5600478.91
2025,10,Durango,46,Villa Ocampo,4,Santa María del Oro,25,San Bernardo,2,Primavera-Verano,1,Riego,200201,Tonelada,7490000,Maíz grano,69,69,0,236.92,3.43,5333.3,1263564.62
2025,10,Durango,46,Villa Ocampo,4,Santa María del Oro,25,San Bernardo,2,Primavera-Verano,1,Riego,200201,Tonelada,8790000,Sorgo forrajero en verde,23,23,0,650.9,28.3,1135.04,738797.54
2025,10,Durango,46,Villa Ocampo,4,Santa María del Oro,25,San Bernardo,2,Primavera-Verano,2,Temporal,200201,Tonelada,5490000,Avena forrajera en verde,428,428,0,6124.68,14.31,858.06,5255342.92
2025,10,Durango,46,Villa Ocampo,4,Santa María del Oro,25,San Bernardo,2,Primavera-Verano,2,Temporal,200201,Tonelada,6840000,Frijol,202,202,0,107.06,0.53,25900,2772854
2025,10,Durango,46,Villa Ocampo,4,Santa María del Oro,25,San Bernardo,2,Primavera-Verano,2,Temporal,200201,Tonelada,7470000,Maíz forrajero en verde,498,498,0,9412.2,18.9,850,8000370
2025,10,Durango,46,Villa Ocampo,4,Santa María del Oro,25,San Bernardo,2,Primavera-Verano,2,Temporal,200201,Tonelada,8790000,Sorgo forrajero en verde,110,110,0,1509.48,13.72,1134.44,1712408.82
2025,10,Durango,46,Villa Ocampo,4,Santa María del Oro,25,San Bernardo,3,Perennes,1,Riego,200201,Tonelada,5170000,Alfalfa,32,32,0,1381.92,43.19,614.03,848540.34
2025,10,Durango,46,Villa Ocampo,4,Santa María del Oro,25,San Bernardo,3,Perennes,1,Riego,200201,Tonelada,7960000,Nuez,27.1,27.1,0,52.86,1.95,70000,3700200
2025,10,Durango,46,Villa Ocampo,4,Santa María del Oro,25,San Bernardo,3,Perennes,1,Riego,200201,Tonelada,15050000,Pastos y praderas,14,14,0,626.22,44.73,504.91,316184.74
2025,10,Durango,47,Santiago Papasquiaro,1,Tepehuanes,2,Canelas,1,Otoño-Invierno,1,Riego,200201,Tonelada,5490000,Avena forrajera en verde,81,81,0,1939.95,23.95,591.69,1147849.02
2025,10,Durango,47,Santiago Papasquiaro,1,Tepehuanes,2,Canelas,1,Otoño-Invierno,1,Riego,200201,Tonelada,7490000,Maíz grano,20,20,0,84.9,4.25,6200,526380
2025,10,Durango,47,Santiago Papasquiaro,1,Tepehuanes,2,Canelas,1,Otoño-Invierno,1,Riego,200201,Tonelada,9050000,Trigo grano,1,1,0,3.28,3.28,4500,14760
2025,10,Durango,47,Santiago Papasquiaro,1,Tepehuanes,2,Canelas,1,Otoño-Invierno,1,Riego,200201,Tonelada,15050000,Pastos y praderas,10,10,0,328.5,32.85,534.37,175540.55
2025,10,Durango,47,Santiago Papasquiaro,1,Tepehuanes,2,Canelas,2,Primavera-Verano,1,Riego,200201,Tonelada,5490000,Avena forrajera en verde,5,5,0,121,24.2,858.06,103825.26
2025,10,Durango,47,Santiago Papasquiaro,1,Tepehuanes,2,Canelas,2,Primavera-Verano,1,Riego,200201,Tonelada,6840000,Frijol,2,2,0,4.54,2.27,26000,118040
2025,10,Durango,47,Santiago Papasquiaro,1,Tepehuanes,2,Canelas,2,Primavera-Verano,1,Riego,200201,Tonelada,7490000,Maíz grano,34,34,0,194.03,5.71,5333.24,1034808.24
2025,10,Durango,47,Santiago Papasquiaro,1,Tepehuanes,2,Canelas,2,Primavera-Verano,2,Temporal,200201,Tonelada,5490000,Avena forrajera en verde,558,558,0,11053.98,19.81,858.06,9484978.08
2025,10,Durango,47,Santiago Papasquiaro,1,Tepehuanes,2,Canelas,2,Primavera-Verano,2,Temporal,200201,Tonelada,6840000,Frijol,65,65,0,50.7,0.78,22228.21,1126970.25
2025,10,Durango,47,Santiago Papasquiaro,1,Tepehuanes,2,Canelas,2,Primavera-Verano,2,Temporal,200201,Tonelada,7490000,Maíz grano,1707,1707,0,1686.47,0.99,5368.47,9053767.05
2025,10,Durango,47,Santiago Papasquiaro,1,Tepehuanes,2,Canelas,2,Primavera-Verano,2,Temporal,200201,Tonelada,8100000,Papa,33,33,0,637.73,19.33,9499.93,6058387.5
2025,10,Durango,47,Santiago Papasquiaro,1,Tepehuanes,2,Canelas,2,Primavera-Verano,2,Temporal,200201,Tonelada,8790000,Sorgo forrajero en verde,226,226,0,3660.07,16.2,1134.44,4152129.81
2025,10,Durango,47,Santiago Papasquiaro,1,Tepehuanes,2,Canelas,2,Primavera-Verano,2,Temporal,200201,Tonelada,9050000,Trigo grano,3,3,0,5.52,1.84,5100,28152
2025,10,Durango,47,Santiago Papasquiaro,1,Tepehuanes,2,Canelas,3,Perennes,1,Riego,200201,Tonelada,5060000,Aguacate,29,29,0,258.97,8.93,15096.92,3909649.38
2025,10,Durango,47,Santiago Papasquiaro,1,Tepehuanes,2,Canelas,3,Perennes,1,Riego,200201,Tonelada,6530000,Durazno,31.7,31.7,0,266.92,8.42,9481.25,2530735.25
2025,10,Durango,47,Santiago Papasquiaro,1,Tepehuanes,2,Canelas,3,Perennes,1,Riego,200201,Tonelada,7060000,Guayaba,22.57,22.57,0,101.12,4.48,7583.69,766862.73
2025,10,Durango,47,Santiago Papasquiaro,1,Tepehuanes,2,Canelas,3,Perennes,1,Riego,200201,Tonelada,7560000,Mango,6.34,6.34,0,28.99,4.57,6900,200031
2025,10,Durango,47,Santiago Papasquiaro,1,Tepehuanes,2,Canelas,3,Perennes,1,Riego,200201,Tonelada,7580000,Manzana,22.06,22.06,0,44,1.99,7000,308000
2025,10,Durango,47,Santiago Papasquiaro,1,Tepehuanes,2,Canelas,3,Perennes,1,Riego,200201,Tonelada,7850000,Naranja,14.5,14.5,0,25.45,1.76,5291.06,134657.48
2025,10,Durango,47,Santiago Papasquiaro,1,Tepehuanes,2,Canelas,3,Perennes,1,Riego,200201,Tonelada,15050000,Pastos y praderas,28,28,0,1163.59,41.56,490,570159.1
2025,10,Durango,47,Santiago Papasquiaro,1,Tepehuanes,35,Tepehuanes,1,Otoño-Invierno,1,Riego,200201,Tonelada,5490000,Avena forrajera en verde,136,136,0,3550,26.1,586.04,2080442
2025,10,Durango,47,Santiago Papasquiaro,1,Tepehuanes,35,Tepehuanes,1,Otoño-Invierno,1,Riego,200201,Tonelada,15050000,Pastos y praderas,17,17,0,898,52.82,534.37,479864.26
2025,10,Durango,47,Santiago Papasquiaro,1,Tepehuanes,35,Tepehuanes,2,Primavera-Verano,1,Riego,200201,Tonelada,5490000,Avena forrajera en verde,519,519,0,12938.67,24.93,858.06,11102155.18
2025,10,Durango,47,Santiago Papasquiaro,1,Tepehuanes,35,Tepehuanes,2,Primavera-Verano,1,Riego,200201,Tonelada,6120000,Chile verde,53,53,0,488.13,9.21,10986.47,5362825.6
2025,10,Durango,47,Santiago Papasquiaro,1,Tepehuanes,35,Tepehuanes,2,Primavera-Verano,1,Riego,200201,Tonelada,7490000,Maíz grano,453,453,0,2507.12,5.53,5359.63,13437223.27
2025,10,Durango,47,Santiago Papasquiaro,1,Tepehuanes,35,Tepehuanes,2,Primavera-Verano,2,Temporal,200201,Tonelada,5490000,Avena forrajera en verde,961,961,0,19258.44,20.04,858.06,16524897.03
2025,10,Durango,47,Santiago Papasquiaro,1,Tepehuanes,35,Tepehuanes,2,Primavera-Verano,2,Temporal,200201,Tonelada,6840000,Frijol,47,47,0,32.9,0.7,16830.33,553717.86
2025,10,Durango,47,Santiago Papasquiaro,1,Tepehuanes,35,Tepehuanes,2,Primavera-Verano,2,Temporal,200201,Tonelada,7490000,Maíz grano,4146,4146,0,4040.19,0.97,5371.49,21701824.41
2025,10,Durango,47,Santiago Papasquiaro,1,Tepehuanes,35,Tepehuanes,2,Primavera-Verano,2,Temporal,200201,Tonelada,8100000,Papa,38,38,0,875.71,23.05,9423.25,8252034.26
2025,10,Durango,47,Santiago Papasquiaro,1,Tepehuanes,35,Tepehuanes,2,Primavera-Verano,2,Temporal,200201,Tonelada,8790000,Sorgo forrajero en verde,824,824,0,11414.46,13.85,1134.45,12949134.15
2025,10,Durango,47,Santiago Papasquiaro,1,Tepehuanes,35,Tepehuanes,2,Primavera-Verano,2,Temporal,200201,Tonelada,9050000,Trigo grano,3,3,0,5.52,1.84,5150,28428
2025,10,Durango,47,Santiago Papasquiaro,1,Tepehuanes,35,Tepehuanes,3,Perennes,1,Riego,200201,Tonelada,5170000,Alfalfa,154,154,0,9752.82,63.33,577.07,5628059.84
2025,10,Durango,47,Santiago Papasquiaro,1,Tepehuanes,35,Tepehuanes,3,Perennes,1,Riego,200201,Tonelada,6530000,Durazno,6.02,6.02,0,50.7,8.42,8500,430950
2025,10,Durango,47,Santiago Papasquiaro,1,Tepehuanes,35,Tepehuanes,3,Perennes,1,Riego,200201,Tonelada,7580000,Manzana,9.23,9.23,0,23.54,2.55,7500,176550
2025,10,Durango,47,Santiago Papasquiaro,1,Tepehuanes,35,Tepehuanes,3,Perennes,1,Riego,200201,Tonelada,8230000,Pera,1.03,1.03,0,3.91,3.8,9800,38318
